subject,exp_num,complete,block,less_cues,score,cond
21,1.2,0,0,0,0.857142857142857,0.9
22,1.2,0,0,0,1,0.9
23,1.2,0,0,0,0.857142857142857,0.9
24,1.2,0,0,0,0.857142857142857,0.9
25,1.2,0,0,0,1,0.9
26,1.2,0,0,0,0.928571428571429,0.9
27,1.2,0,0,0,1,0.9
28,1.2,0,0,0,0.928571428571429,0.9
29,1.2,0,0,0,0.642857142857143,0.9
30,1.2,0,0,0,0.428571428571429,0.9
31,1.2,0,0,0,0.571428571428571,0.9
32,1.2,0,0,0,0.928571428571429,0.9
33,1.2,0,0,0,0.714285714285714,0.9
34,1.2,0,0,0,0.857142857142857,0.9
35,1.2,0,0,0,1,0.9
36,1.2,0,0,0,1,0.9
37,1.2,0,0,0,1,0.9
38,1.2,0,0,0,0.714285714285714,0.9
39,1.2,0,0,0,0.642857142857143,0.9
40,1.2,0,0,0,1,0.9
41,1.2,0,0,0,0.928571428571429,0.9
42,1.2,0,0,0,0.714285714285714,0.9
43,1.2,0,0,0,1,0.9
44,1.2,0,0,0,0.785714285714286,0.9
45,1.2,0,0,0,0.571428571428571,0.9
46,1.2,0,0,0,1,0.9
47,1.2,0,0,0,0.857142857142857,0.9
48,1.2,0,0,0,1,0.9
49,1.2,0,0,0,0.785714285714286,0.9
50,1.2,0,0,0,1,0.9
51,1.2,0,0,0,0.857142857142857,0.9
52,1.2,0,0,0,0.928571428571429,0.9
53,1.2,0,0,0,0.857142857142857,0.9
54,1.2,0,0,0,0.857142857142857,0.9
55,1.2,0,0,0,1,0.9
56,1.2,0,0,0,0.428571428571429,0.9
57,1.2,0,0,0,0.857142857142857,0.9
58,1.2,0,0,0,1,0.9
59,1.2,0,0,0,0.928571428571429,0.9
60,1.2,0,0,0,0.928571428571429,0.9
61,1.2,0,0,0,0.714285714285714,0.9
62,1.2,0,0,0,1,0.9
63,1.2,0,0,0,0.928571428571429,0.9
64,1.2,0,0,0,1,0.9
65,1.2,0,0,0,0.642857142857143,0.9
66,1.2,0,0,0,0.928571428571429,0.9
67,1.2,0,0,0,0.857142857142857,0.9
68,1.2,0,0,0,0.714285714285714,0.9
69,1.2,0,0,0,0.857142857142857,0.9
70,1.2,0,0,0,0.928571428571429,0.9
71,1.2,0,0,0,1,0.9
72,1.2,0,0,0,0.857142857142857,0.9
73,1.2,0,0,0,0.714285714285714,0.9
74,1.2,0,0,0,0.642857142857143,0.9
75,1.2,0,0,0,0.785714285714286,0.9
76,1.2,0,0,0,0.928571428571429,0.9
77,1.2,0,0,0,0.857142857142857,0.9
78,1.2,0,0,0,0.857142857142857,0.9
79,1.2,0,0,0,1,0.9
80,1.2,0,0,0,0.857142857142857,0.9
81,1.2,0,0,0,0.928571428571429,0.9
82,1.2,0,0,0,0.857142857142857,0.9
